Datasets,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,Accuracy,TrainingTime,TestingTime,TotalTime,TotalFeatures,TotalNodes
ItalyPowerDemand,0.971817298347911,0.970845481049563,0.969873663751215,0.969873663751215,0.970845481049563,0.970845481049563,0.969873663751215,0.969873663751215,0.970845481049563,0.970845481049563,0.970553935860058,20.9460504112,0.8825170402,21.8285674514,78.1354,2.1668
,0.971817298347911,0.970845481049563,0.969873663751215,0.969873663751215,0.970845481049563,0.970845481049563,0.969873663751215,0.969873663751215,0.970845481049563,0.970845481049563,0.970553935860058,20.9460504112,0.8825170402,21.8285674514,,
