Datasets,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,Accuracy,TrainingTime,TestingTime,TotalTime,TotalFeatures,TotalNodes
ItalyPowerDemand,0.970845481049563,0.971817298347911,0.970845481049563,0.969873663751215,0.970845481049563,0.969873663751215,0.969873663751215,0.970845481049563,0.970845481049563,0.970845481049563,0.970651117589893,18.9300335757,0.8583495266,19.7883831023,78.2962,2.1714
,0.970845481049563,0.971817298347911,0.970845481049563,0.969873663751215,0.970845481049563,0.969873663751215,0.969873663751215,0.970845481049563,0.970845481049563,0.970845481049563,0.970651117589893,18.9300335757,0.8583495266,19.7883831023,,
